Query,Año,Citas,Type,Titulo,Abstract,Revista_or_evento,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2016,2,Article,Constraint programming and machine learning for interactive soccer analysis,"A soccer competition consists of n teams playing against each other in a league or tournament system, according to a single or double round-robin schedule. These competitions offer an excellent opportunity to model interesting problems related to questions that soccer fans frequently ask about their favourite teams. For instance, at some stage of the competition, fans might be interested in determining whether a given team still has chances of winning the competition (i.e., finishing first in a league or being within the first k teams in a tournament to qualify to the playoff). This problem relates to the elimination problem, which is NP-complete for the actual FIFA pointing rule system (0, 1, 3), zero point to a loss, one point to a tie, and three points to a win. In this paper, we combine constraint programming with machine learning to model a general soccer scenario in a real-time application.",International Conference on Learning and Intelligent Optimization,"Duque, R.","Díaz, J. F.","Arbelaez, A.",-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2017,7,Article,Who is going to get hurt? Predicting injuries in professional soccer,"Injury prevention has a fundamental role in professional soc- cer due to the high cost of recovery for players and the strong influence of injuries on a club’s performance. In this paper we provide a predic- tive model to prevent injuries of soccer players using a multidimensional approach based on GPS measurements and machine learning. In an evo- lutive scenario, where a soccer club starts collecting the data for the first time and updates the predictive model as the season goes by, our ap- proach can detect around half of the injuries, allowing the soccer club to save 70% of a season’s economic costs related to injuries. The proposed approach can be a valuable support for coaches, helping the soccer club to reduce injury incidence, save money and increase team performance.",MLSA@ PKDD/ECML,"Rossi, A.","Pappalardo, L.","Cintia, P.","Fernández, J.","Iaia, M. F.","Medina, D.",-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2017,19,Article,""" The Leicester City Fairytale?"" Utilizing New Soccer Analytics Tools to Compare Performance in the 15/16 & 16/17 EPL Seasons.","The last two years have been somewhat of a rollercoaster for English Premier League (EPL) team Leicester City. In the 2015/16 season, against all odds and logic, they won the league to much fan-fare. Fast-forward nine months later, and they are battling relegation. What could describe this fluctuating form? As soccer is a very complex and strategic game, common statistics (e.g., passes, shots, possession) do not really tell the full story on how a team succeeds and fails. However, using machine learning tools and a plethora of data, it is now possible to obtain some insights into how a team performs. To showcase the utility of these new tools (i.e., expected goal value, expected save value, strategy-plots and passing quality measures), we first analyze the EPL 2015/16 season which a specific emphasis on the champions Leicester City, and then compare it to the current one. Finally, we show how these features can be used to predict future performance.",Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,"Ruiz, H.","Power, P.","Wei, X.","Lucey, P.",-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2016,55,Article,Automatic soccer video event detection based on a deep neural network combined cnn and rnn.,"2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAISoccer video semantic analysis has attracted a lot of researchers in the last few years. Many methods of machine learning have been applied to this task and have achieved some positive results, but the neural network method has not yet been used to this task from now. Taking into account the advantages of Convolution Neural Network(CNN) in fully exploiting features and the ability of Recurrent Neural Network(RNN) in dealing with the temporal relation, we construct a deep neural network to detect soccer video event in this paper. First we determine the soccer video event boundary which we used Play-Break(PB) segment by the traditional method. Then we extract the semantic features of key frames from PB segment by pre-trained CNN, and at last use RNN to map the semantic features of PB to soccer event types, including goal, goal attempt, card and corner. Because there is no suitable and effective dataset, we classify soccer frame images into nine categories according to their different semantic views and then construct a dataset called Soccer Semantic Image Dataset(SSID) for training CNN. The sufficient experiments evaluated on 30 soccer match videos demonstrate the effectiveness of our method than state-of-art methods.",2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI),"Jiang, H.","Lu, Y.","Xue, J.",-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2018,10,Article,Learning Deep C3D Features For Soccer Video Event Detection,"Soccer video event identification has been an interesting task in research community during past few decades. Numerous machine learning techniques and C2D (Convolution 2-dimensional) have been used for this problem, but C3D has not been implemented for this task. By taking advantage from C3D (Convolution 3-dimensional), to completely exploit spatio-temporal relation, deep convolution network is developed to highlight distinct video events in proposed research work. Initially, we detect soccer video event marks by pixel differencing and edge change ratio. After this semantic features of segmented frames are extracted followed by CNN to map soccer event categories: Corner, Shoot, Goal Attempt, Penalty Kick. Because no effective and suitable dataset is available, we categorized soccer videos into four classes and developed soccer videos dataset for training CNN network. Evaluation results on soccer match clips generated results with high efficiency.",2018 14th International Conference on Emerging Technologies (ICET),"Khan, M. Z.","Saleem, S.","Hassan, M. A.","Khan, M. U. G.",-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2017,21,Article,Fast and precise black and white ball detection for robocup soccer,"In 2016, UT Austin Villa claimed the Standard Platform League’s second place position at the RoboCup International Robot Soccer Competition in Leipzig, Germany as well as first place at both the RoboCup US Open in Brunswick, USA and the World RoboCup Conference in Beijing, China. This paper describes some of the key contributions that led to the team’s victories with a primary focus on our techniques for identifying and tracking black and white soccer balls. UT Austin Villa’s ball detection system was overhauled in order to transition from the league’s bright orange ball, used every year of the competition prior to 2016, to the truncated icosahedral pattern commonly associated with soccer balls. We evaluated and applied a series of heuristic region-of-interest identification techniques and supervised machine learning methods to produce a ball detector capable of reliably detecting the ball’s position with no prior knowledge of the ball’s position. In 2016, UT Austin Villa suffered only a single loss which occurred after regulation time during a penalty kick shootout. We attribute much of UT Austin Villa’s success in 2016 to our robots’ effectiveness at quickly and consistently localizing the ball. In this work we discuss the specifics of UT Austin Villa’s ball detector implementation which are applicable to the specific problem of ball detection in RoboCup, as well as to the more general problem of fast and precise object detection in computationally constrained domains. Furthermore we provide empirical analyses of our approach to support the conclusion that modern deep learning techniques can enhance visual recognition tasks even in the face of these computational constraints.",Robot world cup,"Menashe, J.","Kelle, J.","Genter, K.","Hanna, J.","Liebman, E.","Narvekar, S.","Zhang, R.","Stone, P.",-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2018,28,Article,An adaptive strategy selection method with reinforcement learning for robotic soccer games,"Robotic soccer games, which have become popular, require timely and precise decisionmaking in a dynamic environment. To address the problems of complexity in a critical situation, policy improvement in robotic soccer games must occur. This paper proposes an adaptive decisionmaking method that uses reinforcement learning (RL), and the decision-making system for a robotic soccer game is composed of two subsystems. The first subsystem in the architecture for the proposed method criticizes the situation, and the second subsystem implements decision-making policy. Inspired by the support vector machine (SVM), a situation classification method, which is called an improved SVM, embeds a decision tree structure and simultaneously addresses the problems of a large scale and multiple classifications. When a variety of situations that are collected in the field are classified and congregated into the tree structure, the problem of local strategy selection for each individual class of situations over time is regarded as a RL problem and is solved using a Q-learning method. The results of simulations and experiments demonstrate that the proposed method allows satisfactory decision-making.",IEEE,"Shi, H.","Lin, Z.","Hwang, K. S.","Yang, S.","Chen, J.",-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""SCIENTIST"" and ""SOCCER""",2016,7,Article,Using Machine Learning approaches to detect opponent formation,"Making a correct decision is a difficult task in a Soccer Simulation 2D environment due to the fact that there is a lack of information for each agent. Therefore, coach agent can take role as a mediator for agents to analyze data and inform players about crucial events by sending command messages. This paper proposes a new method to detect the formation of opponents which is not still possible for agents to extract. In the experimental results of this paper, we show that team formation is successfully learned by various well-known classification algorithms.",2016 Artificial Intelligence and Robotics (IRANOPEN),"Asali, E.","Valipour, M.","Zare, N.","Afshar, A.","Katebzadeh, M.","Dastghaibyfard, G. H.",-,-,-,-,-,-,-,-
machine learning soccer prediction,2018,34,Article,Incorporating domain knowledge in machine learning for soccer outcome prediction,"The task of the 2017 Soccer Prediction Challenge was to use machine learning to predict the outcome of future soccer matches based on a data set describing the match outcomes of 216,743 past soccer matches. One of the goals of the Challenge was to gauge where the limits of predictability lie with this type of commonly available data. Another goal was to pose a real-world machine learning challenge with a fixed time line, involving the prediction of real future events. Here, we present two novel ideas for integrating soccer domain knowledge into the modeling process. Based on these ideas, we developed two new feature engineering methods for match outcome prediction, which we denote as recency feature extraction and rating feature learning. Using these methods, we constructed two learning sets from the Challenge data. The top-ranking model of the 2017 Soccer Prediction Challenge was our k-nearest neighbor model trained on the rating feature learning set. In further experiments, we could slightly improve on this performance with an ensemble of extreme gradient boosted trees (XGBoost). Our study suggests that a key factor in soccer match outcome prediction lies in the successful incorporation of domain knowledge into the machine learning modeling process.",Machine learning,"Berrar, D.","Lopes, P.","Dubitzky, W.",-,-,-,-,-,-,-,-,-,-,-
machine learning soccer prediction,2021,1,Article,Soccer Result Prediction Using Deep Learning and Neural Networks,"In the present world, the prediction of the results of football matches is being done by both machines and football experts. Football as a game produces a huge amount of statistical data about the players of the team; the matches played between the teams and the environment in which the match is being played. This statistical data can be exploited using various machine learning techniques to predict various information related to a particular football match, namely the result of a particular game, injury of a player, performance of a player in a particular match, and spotting new talents in the game, etc. In this work, previous works are reviewed on the prediction of the outcome of a football match, evaluate the merits and demerits of different approaches and then attempt to design a prediction system powered by Recurrent Neural Networks (RNNs) and Long Short Term Memory (LSTMs).",Intelligent Data Communication Technologies and Internet of Things,"Jain, S.","Tiwari, E.","Sardar, P.",-,-,-,-,-,-,-,-,-,-,-
machine learning soccer prediction,2019,1,Article,Can Machine Learning Predict Soccer Match Results?,"Sport result prediction proposes an interesting challenge considering as popular and widespread are sport games, for instance tennis and soccer. The outcome prediction is a difficult task because there are a lot of factors that can afflict the final results and most of them are related to the player human behaviour. In this paper we propose a new feature set (related to the match and to players) aimed to model a soccer match. The set is related to characteristics obtainable not only at the end of the match, but also when the match is in progress. We consider machine learning techniques to predict the results of the match and the number of goals, evaluating a dataset of real-world data obtained from the Italian Serie A league in the 2017-2018 season. Using the RandomForest algorithm we obtain a precision of 0.857 and a recall of 0.750 in won match prediction, while for the goal prediction we obtain a precision of 0.879 in the number of goal prediction less than two, and a precision of 0.8 in the number of goal prediction equal or greater to two.",ICAART,"Capobianco, G.","Di Giacomo, U.","Mercaldo, F.","Nardone, V.","Santone, A.",-,-,-,-,-,-,-,-,-
machine learning soccer prediction,2020,0,Article,Prediction of Results of a so Soccer Match at the World Cup Using Backpropagation Artificial Neural Network,"Prediction of the results of a soccer match is carried out using several variables such as historical data. Even though the score in a soccer match cannot be predicted, however, match statistics and previous match patterns can be used to predict the outcome of the next match. So that it can help the team to evaluate and prepare strategies before competing against the opposing team. In this study, a model was made to predict match results based on historical data from FIFA world cup match results, using one of the Artificial Neural Network (ANN) algorithms, Backpropagation. The results showed the prediction of soccer results in the world cup using Backpropagation Artificial Neural Networks produces an accuracy of 80.78%.",Proceedings of the 5th NA International Conference on Industrial Engineering and Operations Management,"Rajib, F.","Djamal, E. C.","Kasyidi, F.","Bon, A. T.",-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,0,Book,Applied Game Theory in Business Analytics,no_abstract,Encyclopedia of Business Analytics and Optimization,"Fox, W. P.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,38,Book,Sports analytics and data science: winning the game with methods and models,no_abstract,FT Press,"Miller, T. W.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,29,Article,The sports bribery act: a law and economics approach,"Sports bribery and match-fixing have become a part of the on-going sports news cycle. European and Asian match-fixing scandals in soccer, cricket and tennis have rocked the sports world recently. The 1919 Black Sox World Series scandal and the 1970's Boston College point shaving incidents have illustrated that the manipulation of sporting events is a global scourge. This paper examines the corruption cases that led to the 1964 passage of the Sports Bribery Act (18 U.S.C. § 224). We discuss the scope of the statute, its operation with complementary and ancillary federal and state laws, and the reported instances of the statute's application. The economic discussion focuses on Becker's model for optimal deterrence, its application to the Sports Bribery Act, and an examination of the implications regarding the utility for would-be match-fixers. The paper concludes with a discussion of the challenges facing a policy change, including the complexity of regulating both professional and amateur sport, methods of detection, and jurisdictional issues raised by the global nature of match-fixing.",Gaming Law Review and Economics,"Feustel, E. D.","Rodenberg, R. M.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,7,Article,Identify the reasons for the success or failure of countries in the Olympics,"Based upon conflicting of economic, social, cultural, and ecological indices role on sports medals, this study was conducted to identify influential factors of countries performance in Olympics games. The present study was performed as a descriptive- analytical field design during 2000, 2004, 2008 to 2012. The statistical sample was equal to population and consisted of 297 the countries . The number of medals was determined as the sport performance of each Country. The Data of Gross Domestic production (GDP), population, life expectancy (LE), Convoy size and Hosting were determined by a questionnaire. The normal data was analyzed by the multiple regression method at ?? 0.05. Convoy size (t=-1.764, p=0.049), life expectancy (t=2.277, p=0.010) and population () in interaction together have effect on the championship sport performance. According to the results, it can conclude that the increase of Convoy size, Obtaining hosting and improve health indicators (life expectancy) have effect on improvement the Sport performance of countries. Therefore, the essential planning is recommended to improve the influential factors and eliminate impediments of sports performance in international fields.",Scientific Journal Of Organizational Behavior Management in Sport Studies,"Askarian, F.","Dokhtbagher, N.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,0,Thesis,Wages in the Major League Soccer,"This thesis examines the relationship between team performance, individual wages and individual player skills in MLS. This research shows that MLS teams that spend more on wages than its competitors, have a higher chance of obtaining a good ranking. When attracting high-wage players, teams should take the wage disparity into consideration. Higher wage disparity has a negative impact on team performance. Although goalkeeper shot stopping skills affect the team performance positively, shot stopping skills are undervalued in the wages of players. MLS players with above-average chance creating skills earn the highest wages, which is justified by the contribution these skills deliver to the eventual team performance. The player revenue of chance creating skills is even too low compared to the contribution those skills deliver to the team performance.",Erasmus university rotterdam,"Verschoor, B. T.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,16,Article,GOAALLL!: Using sentiment in the world cup to explore theories of emotion,"Sporting events evoke strong emotions amongst fans and thus act as natural laboratories to explore emotions and how they unfold in the wild. Computational tools, such as sentiment analysis, provide new ways to examine such dynamic emotional processes. In this article we use sentiment analysis to examine tweets posted during 2014 World Cup. Such analysis gives insight into how people respond to highly emotional events, and how these emotions are shaped by contextual factors, such as prior expectations, and how these emotions change as events unfold over time. Here we report on some preliminary analysis of a World Cup twitter corpus using sentiment analysis techniques. We show these tools can give new insights into existing theories of what makes a sporting match exciting. This analysis seems to suggest that, contrary to assumptions in sports economics, excitement relates to expressions of negative emotion. We also discuss some challenges that such data present for existing sentiment analysis techniques and discuss future analysis.",2015 International Conference on Affective Computing and Intelligent Interaction (ACII),"Gratch, J.","Lucas, G.","Malandrakis, N.","Szablowski, E.","Fessler, E.","Nichols, J.",-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,32,Book,Handbook on the economics of professional football,no_abstract,Edward Elgar Publishing,"Goddard, J.","Sloane, P.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2013,6,Book,Handbook on the Economics of Women in Sports,no_abstract,Edward Elgar Publishing,"Leeds, M.","Leeds, E. M.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,33,Article,"Fragments of us, fragments of them: Social media, nationality and US perceptions of the 2014 FIFA World Cup","International sporting events often lead people to define protagonists and antagonists in the simplest of terms: the in-group is the home-nation team and the out-group is any other nation attempting to thwart the potential success of the home nation. This analysis involves the classification of 7498 comments rendered via the social media platform Twitter during the four 2014 FIFA World Cup matches involving the United States. Contrary to many other international sporting content analyses, results found that the attributions for success and/or failure did not differ between the United States and the opposing teams, yet the US players were more likely to receive commentary pertaining to their appearance and their emotions. Moreover, non-US players and teams were more likely to receive commentary outside of the realm of attribution of success and failure or personality and physicality. Implications of the findings are offered on multiple levels.",Soccer & Society,"Billings, A. C.","Burch, L. M.","Zimmerman, M. H.",-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2013,1177,Article,Thirty years of prospect theory in economics: A review and assessment,"In 1979, Daniel Kahneman and Amos Tversky, published a paper in Econometrica titled ""Prospect Theory: An Analysis of Decision under Risk."" The paper presented a new model of risk attitudes called ""prospect theory,"" which elegantly captured the experimental evidence on risk taking, including the documented violations of expected utility. More than 30 years later, prospect theory is still widely viewed as the best available description of how people evaluate risk in experimental settings. However, there are still relatively few well-known and broadly accepted applications of prospect theory in economics. One might be tempted to conclude that, even if prospect theory is an excellent description of behavior in experimental settings, it is less relevant outside the laboratory. In my view, this lesson would be incorrect. Over the past decade, researchers in the field of behavioral economics have put a lot of thought into how prospect theory should be applied in economic settings. This effort is bearing fruit. A significant body of theoretical work now incorporates the ideas in prospect theory into more traditional models of economic behavior, and a growing body of empirical work tests the predictions of these new theories. I am optimistic that some insights of prospect theory will eventually find a permanent and significant place in mainstream economic analysis.",Journal of Economic Perspectives,"Barberis, N. C.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,26,Article,FORENSIC SPORTS ANALYTICS: DETECTING AND PREDICTING MATCH-FIXING IN TENNIS,"Despite some degree of lingering friction between sports leagues and wagering, the eradication of corruption in sports is one issue in which the interests of sports governing bodies, reputable gambling businesses, entities affiliated with the sports industry, and law enforcement are allied. This paper aims to: (i) detect match-fixing corruption in tennis and (ii) predict such match-fixing before it occurs. We first compare proxy measures of effort in fair matches versus possibly unfair matches - matches played in the first round, where wagering-induced manipulation is more likely. The results show that players exert less effort (tanking) in the first round, even when adjusting for the slightly greater difference in skill level in such matches. We next determine whether the gambling markets were able to identify fixing, tanking, or other types of manipulation before the match was played. Using two predictive tennis models (ELO, Common-Opponent) to determine the fair trading price of a tennis match, we find prima facie evidence of the betting markets being affected, with an average of 23 matches per year likely being manipulated or outright fixed each year. Finally, we determine whether fixed matches can be identified before they are played using predictive modeling and by observing real-time market price changes. We conclude that when the betting price has a large irrational move away from the fair model-predicted price, the move is indicative of a fixed match before it is played.",Journal of prediction markets,"Rodenberg, R. M., & Feustel, E. D. (2014). FORENSIC SPORTS ANALYTICS: DETECTING AND PREDICTING MATCH-FIXING IN TENNIS. Journal of prediction markets, 8(1).","Feustel, E. D.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,5,Thesis,When the beautiful game turns ugly: A study of fan experiences of perceived match fixing in soccer,"Limited academic attention has been given to the nexus between corruption in soccer and its impact on fandom. Consequently, the purpose of this qualitative study was to better understand the lived experiences of highly identified soccer fanatics living through this era of match fixing in the sport. Social networking site Twitter was utilized to recruit participants from three continents – Africa, Europe, and North America – based on submissions to the site in response to a perceived fix from a high-profile March, 2013 match. A total of 12 semi-structured interviews were conducted with highly identified soccer fans in accordance with Funk and James’ (2001) Psychological Continuum Model (PCM). Despite the majority of participants feeling skepticism about the purity of soccer today, half of the participants’ fandom remained unchanged in the face of perceived match fixing. Directions for future research and recommendations are considered and discussed.",Brock University,"Lamberti, A.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,83,Book,The sabermetric revolution,"The Sabermetric Revolution examines the increasingly widespread use of sabermetrics to evaluate baseball player performance. Along the way, the book corrects common misconceptions about ""moneyball"" and evaluates the success of analytics in baseball front offices.",University of Pennsylvania Press,"Baumer, B.","Zimbalist, A.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,14,Book,Getting Started with Data Science: Making Sense of Data with Analytics,no_abstract,IBM Press,"Haider, M.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,2,Article,Detecting corruption in soccer through the inefficiency of bookmakers,no_abstract,UNIVERSITEIT GENT,"Joachim, Q.","Disli, M.",-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2014,2,Article,Nontraditional undergraduate research problems from sports analytics and related fields,"The purpose of this article is to encourage advisors to consider choosing a topic related to sports analytics for their next undergraduate research project. We discuss some of the advantages of working in problems related to sports analytics in an undergraduate research context. We also give a sense of the skills necessary to be successful in research, some ideas of what would make good problems, and avenues to present results. This article expands on the author’s presentation at the 2012 Trends in Undergraduate Research in the Mathematical Sciences Conference.","Involve, a Journal of Mathematics","Yerger, C.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,0,Article,Visual analytics in FCA-based clustering,"Visual analytics is a subdomain of data analysis which combines both human and machine analytical abilities and is applied mostly in decision-making and data mining tasks. Triclustering, based on Formal Concept Analysis (FCA), was developed to detect groups of objects with similar properties under similar conditions. It is used in Social Network Analysis (SNA) and is a basis for certain types of recommender systems. The problem of triclustering algorithms is that they do not always produce meaningful clusters. This article describes a specific triclustering algorithm and a prototype of a visual analytics platform for working with obtained clusters. This tool is designed as a testing frameworkis and is intended to help an analyst to grasp the results of triclustering and recommender algorithms, and to make decisions on meaningfulness of certain triclusters and recommendations.",Arxiv,"Kashnitsky, Y.",-,-,-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2015,2,Article,Referee analytics: Bias in major college football officiating,"Conferences entrust college football referees to impartially officiate games. However, a growing body of research documents officiating biases in sports. We focus on bias among major college football referees. Following a natural experiment approach, we contrast in-conference games with a quasi-control group consisting of games involving teams from different conferences. Specifically, we find a significant relationship between the betting line, a proxy for relative team strengths within each contest, and penalties among ACC and former Big East officials that suggests bias towards the underdog team within in-conference games. Additionally, we find home field bias in the ACC and Big XII and bias of game pace in the Big XII and former Big East. We also do a preliminary examination of the biases’ roots. Some biases we pinpoint are, counterintuitively, revenue-inhibiting for certain conferences. Our results show the potential impact on-field referees have on games and the underlying revenue streams for the conferences. They also highlight oft-discussed, but rarely researched, officiating biases at the intersection of game integrity and the commercial goals of the competing programs and the conferences they represent. To lessen such friction, we advocate for centralization of the management and oversight of college football referees.",2015 Mit Sloan sports analytics conference,"Brymer, R.","Holcomb, T. R.","Rodenberg, R. M.",-,-,-,-,-,-,-,-,-,-,-
"""soccer"" and ""analytics"" and ""world"" and ""economics""",2013,33,Article,Spatial game analytics,"Perhaps the most beloved visualization of player behavior is the heatmap, which offers clear and intuitive feedback about the spatial behavior of players. Heatmaps are, however, only the tip of a very deep iceberg of the area – we here will refer to as spatial game analytics – and it has a lot more to offer than heatmaps, not the least a strong explanatory power for deciphering and understanding player behavior. Here we take a plunge into these deep waters, exploring what is already being done and what can be done within this area and to a lesser degree visualization – which is further explored in the following chapters ( Chaps. 18 and 19).",Game Analytics,"Drachen, A.","Schubert, M.",-,-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""in market"" and ""of"" and ""football"" and ""players""",2019,3,Book,Football player value assessment using machine learning techniques,"Sports analytics is a field that is growing in popularity and application throughout the world. One of the open problems in this field is the valuation of football players. The aim of this study is to establish a football player value assessment model using machine learning techniques to support transfer decisions of football clubs. The proposed models will mainly be based on the intrinsic features of the individual players which are provided in Football Manager video game. To do this, based on the individual statistics of 5316 players who are active in 11 different major leagues from Europe and South America, different value assessment models are conducted using advanced supervised learning techniques like ridge and lasso regressions, random forests and extreme gradient boosting. All the models have been built in R programming language. The performances of the models are compared based on their mean squared errors. An ensemble model with inflation is proposed as the output.",Springer,"Yi?it, A. T.","Samak, B.","Kaya, T.",-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""in market"" and ""of"" and ""football"" and ""players""",2019,13,article,"Influence of crowdsourcing, popularity and previous year statistics in market value estimation of football players","Every week, millions of dollars are pumped into the sport of football (Association Football). The transfer value of football players proliferates each year and transfer records get shattered every other transfer window. Players are signed with a certain transfer fee which is determined during the transfer of that player. However, it is noteworthy to have a metric or economic valuation signifying the price tag on a player throughout the season rather than only during the transfer. This paper introduces the contribution of consistency, popularity, crowd estimation and performance parameters on top of the factors used in previous studies in predicting market value of the player using machine learning algorithms. The results show that the predicting accuracy is enhanced when these parameters are considered for evaluating market value of the football player.",Journal of Discrete Mathematical Sciences and Cryptography,"Singh, P.","Lamba, P. S.",-,-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""in market"" and ""of"" and ""football"" and ""players""",2019,12,article,Guest editorial: special issue on machine learning for soccer,not abstract,Springer,"Berrar, D.","Lopes, P.","Davis, J.",-,-,-,-,-,-,-,-,-,-,-
"""Machine"" and ""learning"" and ""in market"" and ""of"" and ""football"" and ""players""",2019,80,article,Predictive analysis and modelling football results using machine learning approach for English Premier League,"The introduction of artificial intelligence has given us the ability to build predictive systems with unprecedented accuracy. Machine learning is being used in virtually all areas in one way or another, due to its extreme effectiveness. One such area where predictive systems have gained a lot of popularity is the prediction of football match results. This paper demonstrates our work on the building of a generalized predictive model for predicting the results of the English Premier League. Using feature engineering and exploratory data analysis, we create a feature set for determining the most important factors for predicting the results of a football match, and consequently create a highly accurate predictive system using machine learning. We demonstrate the strong dependence of our models’ performances on important features. Our best model using gradient boosting achieved a performance of 0.2156 on the ranked probability score (RPS) metric for game weeks 6 to 38 for the English Premier League aggregated over two seasons (2014–2015 and 2015–2016), whereas the betting organizations that we consider (Bet365 and Pinnacle Sports) obtained an RPS value of 0.2012 for the same period. Since a lower RPS value represents a higher predictive accuracy, our model was not able to outperform the bookmaker’s predictions, despite obtaining promising results.",International Journal of Forecasting,"Baboota, R.","Kaur, H.",-,-,-,-,-,-,-,-,-,-,-,-
